Sequence No.,V,D,air density,humidity,I,S_a,S_b,y (% relative to rated power)
3440,8.095718,295.0299,1.230876244,78.83674,0.057569755,0.024654693,0.045291727,24.86666667
3441,7.357408,290.9615,1.231792676,79.466556,0.065122894,0.044581317,0.053602707,23.72333333
3442,7.079836,293.1734,1.231420092,79.23526,0.078509389,0.027960823,0.032394746,25.43333333
3443,7.372597,292.3709,1.231217548,79.075176,0.055854619,0.046405551,0.053924066,25.34666667
3444,7.40931,291.2627,1.232038846,79.563161,0.068503896,0.008868243,0.043204735,22.14333333
3445,7.446361,290.4774,1.231639272,80.330644,0.080460953,0.030436299,0.037654622,26.76333333
3446,7.724237,289.3601,1.231864175,81.434954,0.051421014,0.031273633,0.044413548,29.56
3447,7.998489,290.4753,1.232369092,82.409929,0.047028332,0.016063385,0.042532379,28.53666667
3448,7.594722,291.0256,1.232791402,83.082792,0.067640106,0.050172769,0.042255767,27.56333333
3449,7.799108,291.6251,1.232610478,83.45116,0.056564776,0.012123372,0.050234099,24.26333333
3450,6.638008,285.6438,1.232698917,84.130567,0.053906759,0.011896218,0.040478901,16.10333333
3451,6.28069,282.7231,1.232328976,83.956202,0.064964502,0.026053843,0.02657821,15.52
3452,6.060425,276.5217,1.234048651,84.166669,0.06419167,0.041079918,0.010707949,10.77
3453,5.969195,274.9886,1.23397459,83.732246,0.050074843,0.00200296,0.011423383,7.94
3454,5.598212,271.6841,1.23413427,83.761804,0.055592875,0.011820162,0.028827665,9.173333333
3455,5.409432,265.228,1.234454288,83.607273,0.068555719,0.015878537,0.015554529,6.763333333
3456,5.06047,265.7259,1.23445203,83.413272,0.064563786,0.004298118,0.022181348,7.963333333
3457,5.2109,265.0166,1.234604047,83.285326,0.068391007,0.037263384,0.036441144,5.636666667
3458,5.06233,260.2382,1.234663504,83.430531,0.074232992,0.025223497,0.028620994,4.473333333
3459,4.949929,253.382,1.235110162,83.917521,0.068909271,0.0380386,0.005729853,6.06
3460,5.921703,246.7737,1.234718277,82.367083,0.053237405,0.027669464,0.02479773,9.266666667
3461,6.13058,240.3259,1.233914535,81.939005,0.061265247,0.012564499,0.030755863,14.83666667
3462,6.288196,243.2008,1.234361245,80.75515,0.065370322,0.013037964,0.033725188,14.59
3463,6.832305,232.7011,1.233385048,77.649908,0.062372303,0.00477869,0.02168133,19.27666667
3464,7.391122,227.623,1.233483794,77.149626,0.06975056,0.023302953,0.035457037,22.4
3465,7.453001,228.2623,1.232981926,76.105423,0.058088735,0.020646796,0.021429271,20.43333333
3466,7.16688,223.448,1.233163893,76.996487,0.048959701,0.029668671,0.017808611,19.09333333
3467,7.070469,225.3657,1.232330027,77.345215,0.061056473,0.02192694,0.012047741,20.90666667
3468,7.104584,226.6618,1.232350647,77.213304,0.068627663,0.066529229,0.007950742,18.87
3469,7.277822,227.1504,1.231952688,76.413089,0.037598762,0.036045368,0.026761754,21.51
3470,7.062883,228.9323,1.231414191,76.531712,0.064760325,0.048142506,0.033880558,21.05333333
3471,7.453851,226.7475,1.231721147,75.587484,0.037538153,0.010716772,0.025828605,24.93
3472,7.360568,226.1751,1.231218911,74.489719,0.05730286,0.015497907,0.021998268,23.58666667
3473,8.114853,225.8848,1.230263091,66.361422,0.071774079,0.001988378,0.044927167,23.51333333
3474,7.666802,227.252,1.229799603,67.939631,0.050103498,0.055907368,0.016041802,24.73333333
3475,7.479578,231.8853,1.230155411,68.8912,0.062929566,0.025328456,0.024363977,24.36333333
3476,7.693539,228.1447,1.229715612,69.086989,0.062184542,0.056276392,0.021693018,29.04333333
3477,8.074787,228.6368,1.229481922,67.145766,0.065919076,0.067006361,0.054407484,29.10333333
3478,7.787255,230.2346,1.228581804,66.384035,0.061306789,0.091849929,0.012285307,33.55666667
3479,8.150876,232.8787,1.228420272,67.175719,0.0624281,0.082425978,0.04097703,28.31333333
3480,8.269261,233.6748,1.228225094,66.428073,0.05751387,0.084879086,0.065400937,30.38
3481,7.809325,231.8907,1.227435498,67.655768,0.070310097,0.12347207,0.044959875,34.72666667
3482,8.081957,232.3436,1.227690588,66.645087,0.088789361,0.14655959,0.072769111,31.19333333
3483,7.859479,234.467,1.22672182,66.446124,0.071011717,0.122111809,0.053102211,36.44
3484,8.300762,232.2881,1.226979587,68.222504,0.065574944,0.099717811,0.057656262,39.83
3485,9.102795,232.4654,1.227759822,69.130232,0.050190551,0.030353309,0.049585032,38.81
3486,8.578398,234.371,1.227236572,68.81344,0.069290723,0.11351773,0.065940069,36.98333333
3487,8.490407,234.9969,1.227217441,68.724373,0.06321671,0.070012533,0.033287121,33.78333333
3488,8.532109,231.7227,1.226654256,70.415255,0.058204062,0.128170638,0.04245895,29.35333333
3489,7.952441,232.1157,1.226706251,71.375353,0.072916505,0.212402755,0.056039813,28.63
3490,8.131132,226.6178,1.226572575,72.75222,0.066314334,0.069865953,0.051478988,35.16666667
3491,8.498555,226.2801,1.226955125,75.005869,0.054684273,0.045434232,0.0358027,32.02
3492,8.237792,226.6692,1.227012701,75.472428,0.063413376,0.109426539,0.02561884,40.92333333
3493,9.090894,229.4494,1.227844707,75.986401,0.068146719,0.03143969,0.037293383,42.60666667
3494,9.194907,232.3991,1.227577544,77.654074,0.065908519,0.070568634,0.032605083,44.80666667
3495,9.260972,234.8908,1.22807063,78.307101,0.062473572,0.076544603,0.042509569,43.95333333
3496,9.575674,234.6353,1.227992899,78.188872,0.043729266,0.068652197,0.026577715,41.81333333
3497,8.643548,236.4124,1.228312374,79.002969,0.075406882,0.093924475,0.041876272,39.26
3498,8.967329,236.1916,1.228214446,78.514591,0.067167604,0.050563825,0.016525495,39.46333333
3499,8.678305,236.3523,1.227873589,78.36542,0.053093617,0.118653239,0.049791402,36.91666667
3500,8.856018,238.343,1.228479101,78.647498,0.069490035,0.068151462,0.035213221,36.36333333
3501,8.421231,238.9281,1.227673094,79.770254,0.051674737,0.084866262,0.03751417,32.59666667
3502,8.44723,238.1445,1.228308362,80.263596,0.070677311,0.053869284,0.023310256,30.17333333
3503,8.155993,237.2099,1.228099613,80.917611,0.054482428,0.074297294,0.028704755,30.39
3504,8.05692,238.3257,1.227751069,81.934047,0.050960392,0.152379328,0.040917341,32.38333333
3505,8.113137,241.1777,1.227672279,81.545644,0.052625698,0.123336204,0.040670742,33.59
3506,8.334315,239.7375,1.227443735,81.539097,0.056036771,0.07430803,0.042002932,35.44
3507,8.114388,235.2284,1.227105243,82.860024,0.061471031,0.089669398,0.043025366,35.42333333
3508,8.331637,238.8075,1.227731659,83.98814,0.051179906,0.059816706,0.027642567,35.28666667
3509,8.4037,238.536,1.227608768,85.195999,0.044923522,0.0704714,0.020719688,41.59666667
3510,8.490422,254.6465,1.227419321,74.583899,0.084285669,0.138623231,0.054786128,37.99666667
3511,8.794251,257.3296,1.226756661,72.294388,0.091165967,0.107512729,0.093468273,42.75666667
3512,8.866379,257.7045,1.2265763,71.116483,0.090685329,0.077818468,0.060641293,47.11
3513,9.618242,257.362,1.226603208,70.268663,0.060025543,0.071879488,0.048613452,61.35333333
3514,9.66166,258.7026,1.22675031,70.182174,0.09032895,0.094523731,0.049150192,63.38666667
3515,9.971968,258.7897,1.22729736,69.534504,0.094804456,0.095287806,0.055814739,69.56666667
3516,10.55625,265.1385,1.227500115,68.856288,0.084160189,0.068413464,0.052981321,77.38333333
3517,11.10758,267.7564,1.227834863,68.211594,0.077614476,0.108053578,0.068962321,81.64333333
3518,11.77221,268.8307,1.22806764,67.444111,0.065395444,0.042271108,0.069791105,74.92333333
3519,11.49326,267.062,1.228386495,68.499423,0.073582273,0.050744672,0.062538947,60.83666667
3520,10.83259,263.4908,1.22876717,68.906474,0.085992214,0.054958989,0.058300395,61.41
3521,10.0047,264.6,1.228625629,70.667579,0.08059554,0.01639633,0.058767602,58.22666667
3522,10.13744,263.0487,1.228292414,70.68325,0.06990763,0.042014753,0.046928385,44.51666667
3523,8.984555,262.7549,1.228494232,71.607443,0.065946271,0.017836347,0.044961863,55.48666667
3524,9.584849,263.5334,1.228954675,72.709967,0.073094276,0.01843205,0.039165377,57.61666667
3525,9.684532,263.4511,1.229406812,73.887873,0.085505278,0.058765399,0.064679412,66.95666667
3526,10.72269,267.4272,1.229749374,74.134047,0.073540418,0.026334532,0.055533,79.72666667
3527,11.61361,268.7576,1.230268842,74.926724,0.075485331,0.010646444,0.071014984,80
3528,11.68111,271.4479,1.230523014,75.423237,0.069910556,0.025452338,0.045071336,80.36
3529,11.13318,268.9426,1.230551401,75.95486,0.066523599,0.025332879,0.050664365,79.78
3530,11.57377,269.9271,1.231065176,75.613073,0.05496756,0.027374713,0.064114322,71.94
3531,11.40865,274.2675,1.231520356,75.356388,0.066073961,0.019781276,0.065530863,66.77666667
3532,10.61424,275.544,1.231428926,75.172104,0.068239893,0.028001821,0.047677028,71.08666667
3533,10.58177,275.7553,1.231579044,76.432925,0.055989962,0.022260634,0.030663112,70.54
3534,10.7826,275.2827,1.231606288,75.94137,0.059609176,0.016622285,0.053089412,69.08
3535,10.5946,276.1217,1.231714,76.902262,0.062556463,0.001417845,0.038089267,68.39
3536,10.93893,279.2072,1.232177685,76.561071,0.06348642,0.002937081,0.058801605,68.47666667
3537,10.43728,278.6314,1.232088832,76.0961,0.062450121,0.01892171,0.033364854,65.44
3538,10.75763,280.4327,1.232761047,75.812433,0.048620477,0.009294215,0.042860105,64.31666667
3539,10.40584,280.3856,1.233602257,76.603918,0.056766229,0.013640282,0.043882968,66.13
3540,10.56658,276.7783,1.233307515,76.869929,0.064433885,0.017233716,0.041327722,69.54666667
3541,10.47572,277.0647,1.233417497,77.403538,0.05523712,0.002102363,0.040633306,71.96333333
3542,11.08142,278.3313,1.233601735,77.67391,0.06607729,0.007906055,0.051107665,72.70666667
3543,11.27612,284.8915,1.234471409,74.377642,0.046704514,0.011842287,0.053242705,76.56666667
3544,11.22297,282.5259,1.234824369,74.205856,0.045056282,0.019595174,0.045621453,72.15666667
3545,11.06468,277.3728,1.234637245,74.797584,0.079180058,0.042377745,0.038059379,75.11
3546,11.07926,281.1443,1.23554712,74.990199,0.068402132,0.018318947,0.045615172,76.29
3547,10.99374,278.4007,1.23554688,74.894983,0.060673265,0.023825595,0.043649247,69.70333333
3548,11.32613,278.5326,1.23569724,74.277269,0.047343965,0.0206133,0.049954746,69.63666667
3549,10.8311,268.7035,1.236140784,76.82371,0.062564282,0.014716496,0.041887275,61.67333333
3550,10.00178,269.4786,1.238019182,79.06288,0.060387091,0.023164338,0.048641286,53.19
3551,9.929993,270.4845,1.237876384,78.606831,0.064813047,0.00621761,0.029363784,67.27666667
3552,10.52828,272.8571,1.23785353,77.779245,0.07031252,0.053426762,0.031846692,77.55
3553,11.12625,276.5949,1.238358924,77.119279,0.058112976,0.009162346,0.056562433,75.16666667
3554,11.02537,277.3292,1.238356729,76.619786,0.063142344,0.017831565,0.041786317,74.25
3555,11.14875,278.4623,1.238235252,76.106015,0.048790905,0.009743039,0.035942581,74.50666667
3556,11.07582,274.2022,1.238732082,76.343461,0.070042399,0.01242531,0.042085618,76.41
3557,10.9722,278.4948,1.238643735,75.95347,0.062266072,0.030247713,0.03069446,74.11666667
3558,11.2069,277.1237,1.238879498,75.007458,0.067954742,0.015564354,0.041121248,68.25
3559,10.77609,275.4479,1.239424842,75.042967,0.054599238,0.01341772,0.031911421,77.8
3560,11.11684,273.8755,1.239307334,75.139371,0.074592501,0.000322321,0.040444031,78.87
3561,11.07878,277.9128,1.239445963,75.358568,0.07374182,0.027352096,0.044089193,84.47333333
3562,12.18242,276.6411,1.239136838,73.540729,0.054518913,0.005182315,0.048777353,79.35666667
3563,11.99334,274.1466,1.239669201,73.057706,0.051215391,0.002565286,0.045848073,82.85
3564,12.3041,272.9433,1.239063184,72.104948,0.073517868,0.0108716,0.054139352,79.69666667
3565,11.49773,270.8519,1.238881052,72.405673,0.075952714,0.020641251,0.045882138,82.53333333
3566,12.21421,273.4656,1.239369188,70.824289,0.065371358,0.002085026,0.070040233,85.22666667
3567,12.47369,276.7578,1.2387701,69.311937,0.052833235,0.030442181,0.069819024,87.24666667
3568,11.90378,275.5965,1.238336582,68.936824,0.069111005,0.042577266,0.0490706,81.78666667
3569,11.76922,270.3811,1.238429642,69.081633,0.05476221,0.010209855,0.048085889,83.48666667
3570,11.43351,269.7434,1.237729082,68.899333,0.064294289,0.035555811,0.034807026,75.19333333
3571,11.29428,268.3307,1.237539316,69.193511,0.061226692,0.045426556,0.055342195,78.35
3572,11.26329,267.4337,1.237150793,69.69915,0.060282697,0.010738913,0.062695579,75.22
3573,11.25586,270.5805,1.237273779,68.549412,0.064309977,0.030104446,0.045760399,61.24333333
3574,10.54987,268.7907,1.237010396,68.789239,0.083160646,0.014481448,0.042637884,60.25666667
3575,10.49871,270.0526,1.237515906,68.396472,0.059869422,0.009434671,0.041687452,50.8
3576,9.380912,262.6527,1.237079222,69.23378,0.082822107,0.024864882,0.035592859,59.58333333
3577,11.08697,278.4067,1.237116649,69.678519,0.058639475,0.049163316,0.064782507,62.19
3578,10.99247,269.4232,1.237727238,66.131911,0.061816898,0.023785622,0.048484079,55.24666667
3579,9.703538,262.1686,1.239011651,72.530049,0.098349787,0.037396696,0.039120984,46.64333333
3580,9.348626,267.462,1.239736868,72.673072,0.064651768,0.024174628,0.037555449,31.82666667
3581,8.533087,263.6882,1.239205437,69.291109,0.081524096,0.081058909,0.073101262,35.52666667
3582,7.736523,262.8663,1.238466907,71.568762,0.080857512,0.145821926,0.051132516,34.16666667
3583,8.51854,261.5382,1.238016899,71.553289,0.078231,0.047117101,0.03829109,45.67333333
3584,8.910278,268.0133,1.237426186,70.670951,0.095429121,0.060569093,0.048897484,58.16
3585,9.806044,276.937,1.236405346,69.093137,0.082168691,0.004318338,0.046542632,58.48333333
3586,9.705302,275.7403,1.235928772,67.24971,0.063157107,0.02959593,0.055000161,49.35333333
3587,10.00778,273.6104,1.235711407,65.370577,0.077283843,0.025864566,0.062798345,45.19666667
3588,8.796673,271.1882,1.235051637,66.1696,0.070445838,0.029839348,0.043918174,51.41
3589,8.937721,274.8385,1.235095139,66.720467,0.071546762,0.013589624,0.055183064,44.59
3590,8.457912,268.9571,1.234859377,68.343111,0.08120237,0.068155439,0.071199079,38.38333333
3591,8.858905,268.1808,1.235036277,68.879495,0.092706841,0.013855477,0.055318972,47.58
3592,8.682748,268.9181,1.234970915,68.99078,0.102296278,0.0038905,0.042575837,39.61666667
3593,8.633444,266.3016,1.234903234,68.813241,0.075905664,0.02422792,0.044883908,31.43333333
3594,8.123001,258.8446,1.235031387,69.689627,0.080060288,0.02962693,0.054389248,31.23
3595,8.0536,255.8017,1.235015888,69.291109,0.106486714,0.025974969,0.030897501,39.47333333
3596,8.189739,257.3538,1.235004511,70.306153,0.077616491,0.042147925,0.049109155,36.71
3597,7.951655,257.8614,1.234862682,70.451359,0.083655579,0.054432132,0.048535867,31.22
3598,7.186945,252.7539,1.234300187,68.714256,0.077306463,0.015369012,0.033226933,20.44333333
3599,7.008831,260.1837,1.234688135,68.566076,0.087064961,0.046474284,0.031995866,20.66666667
3600,7.127536,255.5146,1.234428184,68.378023,0.085508975,0.069784745,0.028423018,22.05
3601,7.826871,248.7912,1.234713811,69.640431,0.062043465,0.007641597,0.037612284,24.70333333
3602,7.739218,249.0076,1.234802391,68.380206,0.070856112,0.054710023,0.054081664,26.29
3603,7.628003,248.4255,1.233980719,65.807382,0.072638763,0.030125736,0.025919115,26.57666667
3604,7.646047,252.0307,1.234135793,64.813364,0.067375338,0.021608075,0.045263622,35.18333333
3605,8.309904,249.2782,1.233370308,66.708367,0.082618668,0.006716743,0.042984088,32.37
3606,8.147412,247.602,1.233465798,67.265382,0.099830854,0.078174084,0.03307273,28.26666667
3607,7.49544,249.1759,1.233549358,68.24234,0.077307403,0.046671201,0.018375358,22.74333333
3608,7.433401,253.0713,1.23363714,67.799386,0.067246877,0.016707774,0.046737421,21.64666667
3609,7.065064,252.4114,1.233410702,67.12831,0.062603906,0.047819294,0.033427938,23.62
3610,7.342203,251.6673,1.233199845,66.334643,0.082012824,0.056090032,0.050697606,28.28666667
3611,7.747767,253.7349,1.233692459,65.485234,0.058227048,0.083434826,0.050457358,30.69
3612,7.569396,253.0645,1.233161834,65.068066,0.073016737,0.081886673,0.034505936,34.45666667
3613,8.118349,253.75,1.233289745,65.400134,0.061910962,0.065687917,0.055683343,28.88
3614,8.115206,251.593,1.233202039,65.26465,0.053162162,0.058364192,0.043984146,31.45
3615,8.057497,253.239,1.233123947,65.366015,0.0800842,0.05935273,0.043456255,27.51333333
3616,8.050039,251.8568,1.232889748,65.728234,0.051755016,0.049954768,0.043906277,24.53
3617,7.646223,253.5984,1.232909376,65.956158,0.084839587,0.027056925,0.038380294,39.30666667
3618,8.219957,256.9186,1.233085888,66.378084,0.092268232,0.059278378,0.057231472,82.12333333
3619,11.14946,258.0975,1.237170933,73.633764,0.076683436,0.04251431,0.052575348,69.95
3620,10.86254,267.3526,1.236679438,71.882577,0.076076387,0.079881348,0.072075913,57.90333333
3621,9.740155,265.0793,1.235211472,70.548955,0.085058513,0.074618204,0.066493178,69.39333333
3622,9.461653,270.0816,1.2345151,70.420017,0.085682925,0.090934343,0.078243308,91.56333333
3623,11.93666,274.4142,1.233648207,67.444506,0.088192426,0.042647918,0.079864407,92.03666667
3624,12.74408,278.7077,1.233862032,67.576025,0.08558821,0.041862995,0.052224091,79.59666667
3625,11.69471,278.1515,1.234319468,67.280458,0.085080588,0.018503266,0.057663794,81.44666667
3626,11.62133,284.1673,1.234787727,70.381532,0.058185922,0.030574261,0.085678083,77.3
3627,11.55754,287.2448,1.234556509,71.842905,0.074997724,0.00548262,0.058117639,83.25666667
3628,11.74039,291.3682,1.234539277,71.114897,0.07159407,0.054051257,0.048568914,83.71333333
3629,11.4044,289.4071,1.234226953,70.051449,0.081471634,0.037867884,0.04363436,73.44333333
3630,10.69128,286.6382,1.234264458,71.713305,0.071154324,0.017224498,0.050998825,72.03666667
3631,10.86693,283.4713,1.234556864,73.174148,0.077297931,0.026244385,0.055897654,75.08666667
3632,11.30789,284.1402,1.234814787,72.66593,0.080838839,0.032023273,0.078941713,74.37666667
3633,10.16432,287.2605,1.235004095,75.001506,0.070796374,0.014085102,0.04405263,69.69333333
3634,10.57346,289.6598,1.235365041,73.973966,0.07098787,0.010366772,0.046372889,75.33333333
3635,11.00822,292.2894,1.235439171,72.560795,0.05534943,0.008771597,0.053015418,70.00333333
3636,11.40677,292.6877,1.235638349,71.926616,0.071376393,0.006655465,0.070135051,65.98666667
3637,10.18673,293.9734,1.23592455,73.122374,0.071240614,0.046306984,0.0581517,62.75
3638,10.22946,291.2203,1.236099227,74.191971,0.065886635,0.028322538,0.060192545,62.55
